File Name,Fashion Sentence
00000015.txt,"""

""i used to ride,"" replied the apothecary, turning, hat in hand, and
wondering what such a question could mean.

"
00000015.txt,"some delays occurred in the afternoon, but toward sunset the apothecary
dressed and went out."
00000015.txt,"""you'll go?""

""yes,"" replied the apothecary, hat in hand; ""where is it?""

""corner bienville and bourbon,--upper river corner,--yellow one-story
house, doorsteps on street."
00000015.txt,"her dress was a long, snowy morning-gown, wound loosely
about at the waist with a cord and tassel of scarlet silk; a
bright-colored woollen shawl covered her from the waist down, and a
necklace of red coral heightened to its utmost her untamable beauty.

"
00000015.txt,"then he bethought him with a start, and took off his dripping hat.

"
00000015.txt,"""the doctor is sick, and he asked me to dress your wound."
00000015.txt,"he called for more pillows, made
a nest of them, and, as she let herself softly into it, directed his
next consideration toward his hat and the door.

"
00000015.txt,"it was many an hour after he had backed out into the trivial remains of
the rain-storm before he could replace with more tranquillizing images
the vision of the philosophe reclining among her pillows, in the act of
making that uneasy movement of her fingers upon the collar button of her
robe, which women make when they are uncertain about the perfection of
their dishabille, and giving her inaudible adieu with the majesty of
an empress.




"
00000015.txt,"the homes that gave perfection to this beauty
were those old, large, belvidered colonial villas, of which you may
still here and there see one standing, battered into half ruin, high and
broad, among foundries, cotton-and tobacco-sheds, junk-yards, and
longshoremen's hovels, like one unconquered elephant in a wreck of
artillery."
00000015.txt,"my-de'-seh--i know that a citizen of the united states in the united
states has a right to become, and to be called, under the laws governing
the case, a louisianian, a vermonter, or a virginian, as it may suit his
whim; and even if he should be found dishonest or dangerous, he has a
right to be treated just exactly as we treat the knaves and ruffians who
are native born!"
00000015.txt,"he is on the flatboat; i saw his
hat over the levee."
00000015.txt,"firmly by the
collar.

"
00000015.txt,"here congo girls were dressed in cottons and flannels worth,
where he came from, an elephant's tusk apiece."
00000015.txt,"""

they brought him out--chains on his feet, chains on his wrists, an iron
yoke on his neck."
00000015.txt,"a more artificial man
might have objected on the score of dress, his attire being a single
gaudy garment tightly enveloping the waist and thighs."
00000015.txt,"the
bride was dressed, the bridegroom had come."
00000015.txt,"""

""but he declines to dress himself--has painted himself all rings and
stripes, antelope fashion.""

""tell him agricola fusilier says, 'dress immediately!'""

""oh, miche, we have said that five times already, and his answer--you
will pardon me--his answer is--spitting on the ground--that you are a
contemptible _dotchian_ (white trash)."
00000015.txt,"she gently bids him go and dress, and at once
he goes.

"
00000015.txt,"then a supper was spread in the big hall in the basement,
below stairs, the sons and daughters of ham came down like the fowls of
the air upon a rice-field, and bras-coupe, throwing his heels about with
the joyous carelessness of a smutted mercury, for the first time in his
life tasted the blood of the grape."
00000015.txt,"""

both were partly right; her feelings were wonderfully knit to the
african; and she now dedicated herself to agricola's ruin.

"
00000015.txt,"many participants had been lugged
out by the neck to avoid their being danced on, and the enthusiasm had
risen to a frenzy, when there bounded into the ring the blackest of
black men, an athlete of superb figure, in breeches of ""indienne""--the
stuff used for slave women's best dresses--jingling with bells, his feet
in moccasins, his tight, crisp hair decked out with feathers, a necklace
of alligator's teeth rattling on his breast and a living serpent twined
about his neck.

"
00000015.txt,"snatching a tambourine from
a bystander as he entered, the stranger thrust the male dancer aside,
faced the woman and began a series of saturnalian antics, compared with
which all that had gone before was tame and sluggish; and as he finally
leaped, with tinkling heels, clean over his bewildered partner's head,
the multitude howled with rapture.

"
00000015.txt,"he scarce had power left to liberate his right hand with
his left, to seize his hat and go.

"
00000015.txt,"the middle one, tall and
shapely, might have been mistaken at first glance for honore
grandissime, but was taller and broader, and wore a cocked hat, which
honore did not."
00000015.txt,"look at the high art of the
thing; she keeps his hat as a small souvenir and gives him a receipt for
it on the back of his head."
00000015.txt,"""were you lef you' hat, 'sieur frowenfel'?"" he asked, and stole an
artist's glance at clotilde, while joseph straightened up, and nerving
himself to a tolerable calmness of speech, said:

""i have been struck with a stick of wood by a half-witted person under a
misunderstanding of my intentions; but the circumstances are such as to
blacken my character hopelessly; but i am innocent!"""
00000015.txt,"""_allez, monsieur, allez_,"" cried clotilde to raoul, a picture of
beautiful terror which he tried afterward to paint from memory,
""_appelez_ doctah kin!""

raoul made a dash for his hat, and the next moment she heard, with
unpleasant distinctness, his impetuous hand slam the shop door and
lock her in.

""_baille ma"
00000015.txt,"when joseph, in changed
dress, once more appeared, only a child or two lingered to see him, and
he had nothing to do but sit down and, as far as he felt at liberty to
do so, answer his assistant's questions.

"
00000015.txt,"""raoul,"" said frowenfeld, rising and closing his eyes, ""i am going back
for my hat."
00000015.txt,"""where is mr.
frowenfeld?""

he found the apothecary in the rear room, dressed, but just rising from
the bed at sound of his voice."
00000015.txt,"but can i be no help to you in this matter?""

the creole leaned back smilingly in his chair and knit his fingers.

"
00000015.txt,"i
think i ought to go back openly to this woman's house and get my hat."
00000015.txt,"leave it all to me--and your hat
with palmyre, take a febrifuge and a nap, and await word from me."
00000015.txt,"he left his hat
where it had fallen, too muddy to be worth recovery."
00000015.txt,"you know, dat diffycultie i had, dat arise itseff
from de discush'n of one of de mil-littery mov'ments of ca-valry; you
know, i--""

""yes,"" said the apothecary; ""here, raoul, is some money; please go and
buy me a good, plain hat.""

""all right."""
00000015.txt,"raoul darted behind the counter and got his hat out of a
drawer."
00000015.txt,"""you know,"" he was saying to a companion, ""everybody in louisiana is to
be a citizen, except the negroes and mules; that is the kind of liberty
they give us--all eat out of one trough.""

""what we want,"" said a dark, ill-looking, but finely-dressed man,
setting his claret down, ""and what we have got to have, is""--he was
speaking in french, but gave the want in english--""representesh'n wizout
taxa--"" there his eye fell upon frowenfeld and followed him with
a scowl.

"
00000015.txt,"cried raoul, and sprang for his hat; and in the end
frowenfeld let him have his way.

"
00000015.txt,"""nevvamine to see; i goin' tell him!"" cried raoul, as he crowded his
hat fiercely down over his curls and plunged out.




chapter xli

to come to the point


it was equally a part of honore grandissime's nature and of his art as a
merchant to wear a look of serene leisure."
00000015.txt,"earlier in the day he had come to a pause in the making of these
additions, and, after one or two vain efforts to proceed, had laid down
his pen, taken his hat, and gone to see the unlucky apothecary."
00000015.txt,"he drew his face slowly
through his palms, set his lips, cast up his eyes, knit his knuckles,
and then opened and struck his palms together, as if to say: ""now, come;
let me make up my mind."
00000015.txt,"i have ventured to guess that it
would suit you to own it."
00000015.txt,"he did not dine at home nor at the veau-qui-tete, nor at any of the
clubs; so much is known; he merely disappeared for two or three hours
and was not seen again until late in the afternoon, when two or three
brahmins and grandissimes, wandering about in search of him, met him on
the levee near the head of the rue bienville, and with an exclamation of
wonder and a look of surprise at his dusty shoes, demanded to know
where he had hid himself while they had been ransacking the town in
search of him.

"
00000015.txt,"""

she dressed him hastily, and he went down the stairs of his
lodging-house and out into the street."
00000015.txt,"it was
aurora's last good dress."
00000015.txt,"you understand--"" she knit her fingers, dropped them into her
lap and turned her eyes toward aurora, who responded with the same
motions, adding the crossing of her silk-stockinged ankles before
the fire.

"
00000015.txt,"i could be a confectioner, a milliner,
a dressmaker, a vest-maker, a cleaner of gloves and laces, a dyer, a
bird-seller, a mattress-maker, an upholsterer, a dancing-teacher, a
florist--""

""oh!"" softly exclaimed aurora, in english, ""you could be--you know
w'ad?--an egcellen' drug-cl'--ah, ha, ha!""

""now--""

but the threatened irruption was averted by a look of tender apology
from aurora, in reply to one of martyrdom from clotilde.

"
00000015.txt,"the gentleman lifted his hat.

"
00000015.txt,"""

honore grandissime had risen to his feet and was standing with one hand
on the edge of the lofty mantel, his hat in the other dropped at his
side and his eye fixed upon aurora's beautiful face, whence her small
nervous hand kept dashing aside the tears through which she defiantly
talked and smiled."
00000015.txt,"when the f.m.c. saw her, she had already
handed joseph his hat and with much sober grace was apologizing for her
slave's mistake."
00000015.txt,"and the one
condition was that the new style should be _grandissime brothers_.




"
00000015.txt,"they approach within hailing
distance, and are announcing each to each their identity, when the young
man at the tiller jerks himself to a squatting posture, and, from under
a broad-brimmed and slouched straw hat, cries to the schooner's one
passenger:

""hello, challie keene.""

and the passenger more quietly answers back:

"
00000015.txt,"the doctor's eye passed around a semicircle of some eight men, the most
of whom were quite young, but one or two of whom were gray, sitting with
their arms thrown out upon the wash-board, in the dark neglige of
amateur fishermen and with that exultant look of expectant deviltry in
their handsome faces which characterizes the creole with his collar off.

"
00000015.txt,"""messieurs,"" said raoul, partially rising but still stooping over the
tiller, and taking his hat off his bright curls with mock courtesy, ""i
am going back to new orleans."
00000015.txt,"""besides
that, i know laussat has gone to martinique; that the americains have a
newspaper, and that cotton is two-bits a pound."
00000015.txt,"dey
livin' in de rue royale in mag-_niff_ycen' style on top de drug-sto' of
proffis-or frowenfel'.""

"
00000015.txt,"""if professo' frowenfel' 's in?"" replied a young man in shirt-sleeves,
speaking rapidly, slapping a paper package which he had just tied, and
sliding it smartly down the counter."
00000015.txt,"""lie still,"" said the doctor, reassuringly, as the rentier began to lift
the one knee and slippered foot which was drawn up on the couch and the
hand which hung out of sight across a large, linen-covered cushion.

by pleasant talk that seemed all chat, the physician soon acquainted
himself with the case before him."
00000015.txt,"it would be most
pleasant to tarry once more in description of this gathering of nobility
and beauty; to recount the points of creole loveliness in midsummer
dress; to tell in particular of one and another eye-kindling face,
form, manner, wit; to define the subtle qualities of creole air and sky
and scene, or the yet more delicate graces that characterize the music
of creole voice and speech and the light of creole eyes; to set forth
the gracious, unaccentuated dignity of the matrons and the ravishing
archness of their daughters."
00000015.txt,"when an unclouded moon shone
upon it, it cast a shadow as black as velvet.

under this fig-tree, some three hours later than that at which honore
bade joseph good-night, a man was stooping down and covering something
with the broad, fallen leaves.

"
00000015.txt,"he was not a robber; he was not an assassin; he
was not an officer of police; and what is more notable, seeing he was a
louisianian, he was not a soldier nor even an ex-soldier; and this
although, under his clothing, he was encased from head to foot in a
complete suit of mail."
00000015.txt,'tain't nutt'n' but my old dress roll' up into a ball.
00000015.txt,"she repeated this again and again, even
after capitain jean-baptiste had disengaged a small black coffin from
the old dress in which it was wrapped."
00000015.txt,"agricola turned upon the f.m.c.

""take off your hat!""

a sudden activity seized every one connected with the establishment as
the quadroon let his thin right hand slowly into his bosom, and answered
in french, in his soft, low voice:

""i wear my hat on my head."
00000015.txt,"while every one's attention was directed toward the wounded man,
his antagonist restored his dagger to its sheath, took up his hat and
walked away unmolested."
00000015.txt,"he tried to suit the gesture to the words, but both
hands and feet were growing uncontrollably restless.

"
00000015.txt,"there is
somebody there--a small, thin, weary-looking man, who leans his bared
head slightly back against the tree, his thin fingers knit together in
his lap, and his chapeau-bras pressed under his arm."
00000015.txt,"you note his
extreme neatness of dress, the bright, unhealthy restlessness of his
eye, and--as a beam from the sun strikes them--the fineness of his short
red curls."
00000021.txt,"one had a rather haughty mien, as became a lawrence; the other, pretty,
piquant little sylvie barry, looked toward the elders, knit her brow,
with both thought and indignation visible in its lines, and held her
picture absently in her hand.

"
00000021.txt,"at the age of eighteen she was living on the western coast of
ireland with her old father, when she fell in love with handsome jack
darcy, whose persuasive blue eyes were enough to melt the heart of the
most obdurate woman; the merriest, wittiest, best-tempered lad for miles
around, the owner of a small farm and numberless family traditions that
counted back to the time when

          ""malachi wore the collar of gold,
             he won from the proud invader."
00000021.txt,"a
striking contrast indeed to the handsome, well-dressed frederic.

"
00000021.txt,"""who wants
to be a stone or a clod, or even a bit of velvet moss?"
00000021.txt,"i
can't just explain,""--and his brows knit into a puzzled frown,--""but it
seems to me there is something grander than plodding along and saving a
little money.""

"
00000021.txt,"here was the great,
whirring machinery, belts, bands, spindles, looms, and oftentimes a
stupid and stolid enough workman at one end, grinding out luxury and
elegance for david lawrence, esq.; that his family might tread on wilton
and axminster, dine from silver and crystal, dress in silks and velvets,
drive about with high-stepping bays, and scorn all beneath them."
00000021.txt,"""fred, i hope you will
learn to modulate your voice, and not shriek so.""

sylvie put on her hat to go home."
00000021.txt,"""

""but what would you like best, jack?""

""that's just the trouble,"" and the youthful brows knit in perplexity.
"
00000021.txt,"iron, shoes, hats, paper, and clothing were manufactured to a
considerable extent, to say nothing of many smaller branches."
00000021.txt,"he was a little shocked at mrs. darcy in her mourning dress and widow's
cap."
00000021.txt,"jack rose suddenly, thrust his
hands in his pockets, and walked out into the twilight."
00000021.txt,"he shut his lips grimly, and pushed his
hat down over his eyes."
00000021.txt,"he was fond of discoursing
on abstruse subjects, he dabbled a little into art, wrote some mystical
poems, tied a cravat beyond criticism, and wore faultless gloves and
boots."
00000021.txt,"no, that
would not suit _him_.

"
00000021.txt,"one evening she came over to discuss a costume for a fancy-dress
garden-party."
00000021.txt,"mrs. eastman had brought some fashion-plates up from new
york, but they did not altogether suit her fancy: so the carriage was
ordered, and in a few moments it rolled to sylvie's door.

"
00000021.txt,"""if you understand music, you may have a taste in the fine arts
of dress as well."
00000021.txt,"they selected bits of fine taste here, they
made an elegant costume of no particular style, and irene was struck
with what she knew would be its becomingness.

"
00000021.txt,"no one else could have carried off the peculiar style of
dress."
00000021.txt,"he touched his hat, and
bowed with an almost stately deference.

"
00000021.txt,"she was not always going to watering-places and
parties and theatres, she did not talk continually of dress and
conquests."
00000021.txt,"he did not fall in love with the picture before him, sweet as it
was,--the young girl in a soft flowing white dress (she was too true an
artist to have starchy outlines), the shimmering hair, the delicate
wavering color, the proud poise of the head, the plump white arm and
slender fingers with their pale-pink nails, and, above all, the
exquisite voice that seemed so to enter into the culmination of the
story, the last few sentences of pathos, joy, and complete fruition.

"
00000021.txt,"she might have a slight
fancy for jack darcy: his sisters had spoken of it, and these great,
fair, muscular giants were often attractive to women, through the very
strength and rude force with which they pushed their suit."
00000021.txt,"she could hear and see, she could make pleasant, trenchant
remarks: indeed, she was one of themselves, as young in heart, if the
hair did glisten silvery under the bit of exquisite thread-lace that did
duty as an apology for a cap.

"
00000021.txt,"several gems of pictures adorned the wall, which
had been newly frescoed to suit his fancy."
00000021.txt,"he did not take in any of the occult meanings: to him she was
simply a pretty girl whom he could dress in silk instead of lawn.

"
00000021.txt,"i possess some of the necessary
requirements, and doubtless suit you better than any mere fashionable
woman."
00000021.txt,"the farmers must
dispose of their wool, and labor must come down."
00000021.txt,"they were not content to live as their fathers had lived; and, where the
mothers wore print dresses, the daughters must have silk."
00000021.txt,"he always went handsomely dressed, and wore diamond shirt-studs,
an expensive seal-ring, a substantial watch-chain with two or three
costly charms."
00000021.txt,"the
chilliness in the air made him draw his coat together by one button, and
slip his hands into his pockets."
00000021.txt,"on
one side a long case with glass doors above and drawers underneath,
filled with bottles and books and papers, perhaps in not the most
systematic order; at the farther end a fire in an open-front stove; a
luxurious turkish lounge covered with russet leather, and a bright wool
blanket thrown carelessly over it; several capacious armchairs; and in
one, with his legs stretched out on another, sat dr. philip maverick,
eight and twenty or thirty years old, perhaps.

"
00000021.txt,"still
that would not suit as well."
00000021.txt,"the soul so used to ease and luxury, fine linen and
soft couches, delicate appetites, indolent habits, intellectual pursuits
and graces, to be put in rough harness of business at once, would be
cruel, nay, worse, like chaining humming-birds to a dray-wagon."
00000021.txt,"then
he threw himself into his luxurious russia-leather chair, rested his
feet upon the edge of the desk, settled his hands comfortably in his
pockets, and began to consider."
00000021.txt,"she will live in style, and travel; and her
husband""--

""will be the laughing-stock of his friends,"" interrupted fred angrily.
"
00000021.txt,"shops and mills closed, for sale, and to let; some
running on three-quarter time, with half the number of workmen, others
going on at ruinous competition; anxious, moody-eyed men walking the
streets, or grouped on corners, their coats and hats shabby, their
beards untrimmed, old boots and shoes with the heels tramped over at one
side, or a bit of stocking showing through the leather."
00000021.txt,"he had dipped into
chemistry, and knew a little about dyes; he had studied up in grades and
kinds of wool, and was interested in labor processes."
00000021.txt,"even amid the florida orange-groves, and the great
cotton-fields, some cause brought about baleful results, in the unwisdom
of man.

"
00000021.txt,and jack knit his brows.
00000021.txt,"""

cameron came back to his chair, pushed it out from the wall, planted
himself deliberately in it, and tilted back, pushing up his old felt
hat, as if he did not mean to have his vision obstructed."
00000021.txt,"then cameron rose, reached out for the phial of medicine, drove
his slouch-hat down over his forehead, and walked toward the door.

"
00000021.txt,"kenny keeps his factory open, and gives the men three days' work in the
week, and pays them in poor shoes, as much as possible; and takes out a
good deal in high rent."
00000021.txt,"no: all the work isn't
done up yet, miss sylvie,"" and jane morgan stopped just then, to knit
the seam-stitch in a stocking for a poor body.

"
00000021.txt,"they looked
into the cotton-mill connected with the rochdale experiment; they read
up the workings of those at oldham and lancashire, of the industries in
france, and banking in germany.

"
00000021.txt,"she was very good to my mother, who
married quite to her liking, although my father was not rich, but we
always lived in a certain style, and my father had a fine reputation as
a lawyer."
00000021.txt,"my father left a
little: it was made over to me; and my sister, five years younger than
i, was brought up properly, and married properly, and lives in chicago
in elegant style."
00000021.txt,"the whole contour of the
face was slightly aquiline, the forehead high and broad, but the curling
hair falling over it in the requirements of fashion softened it; shining
silvery white, curling naturally, and very abundant, the coil at the
back partly covered with a diamond-shaped bit of elegant black thread
lace that matched the barb at her throat."
00000021.txt,"her rich, soft, steel-colored
silk made no rustle as she crossed the floor, but the diamonds in her
ears and on her breast flashed a glitter of sunlight about her.

"
00000021.txt,"and when mrs. ray offered to take josie this winter, and keep her in
shoes for what she could do, and teach her a little, mrs. cairns said,
'if she was worth any thing, she was worth more than that."
00000021.txt,"""to turn an honest penny in these hard times, and
not be wronging any one, would just suit the likes of her."
00000021.txt,"he manages to make the men understand that every penny saved is
for the benefit of all, that a yard of cloth or a pound of wool spoiled
is to the loss of all."
00000021.txt,"at the west he managed
to talk two large wool-dealers into a trade; they taking cloth of
various grades in exchange, and disposing of it to the best of their
ability.

"
00000021.txt,"they were
pleased to get a fair price for their wool, and i lost nothing on my
cloth."
00000021.txt,"to-day you may suit, to-morrow a chap comes along with some new
fandango or summersault of high art, and the world leaves everybody to
run after him, and you are thrown over."
00000021.txt,"""the girls learn to
hem a handkerchief, which a sewing-machine can do in ten seconds: they
sew a few patches together, and perhaps make an apron."
00000021.txt,"mrs. webber sat by the window, making
lace, on a cushion, at which she realizes about a dollar a week;
christine, the eldest girl, who still goes to school, was crocheting a
baby's hood,--she does a good deal of work for mrs. burnett's
fancy-store, and yet is a very smart scholar; amelie, the next one, was
darning the stockings; the boy, who comes third, was out-doors, tidying
up the chicken-house; and the two little girls were in the corner,
cutting and sewing patchwork, with a doll in the cradle between them.
"
00000021.txt,"martha had her baby on her
lap, asleep, in a soiled and ragged dress, while she was reading; the
little girl, who is about twelve, was cutting up some pretty pieces of
silk into nothing, that i could see, but a general litter over the
table."
00000021.txt,"martha ran a machine in the shoe-shop, bought a
melodeon, and took two or three quarters' music-lessons; purchased a
very handsome set of amethyst jewelry and two pretty silk dresses when
she was married."
00000021.txt,"she
paid miss gilman twenty-two dollars to make her two silk dresses."
00000021.txt,"how few had any stock of
underclothing, bed-linen, or useful and durable articles!""

""industry must come around in the fashion again."
00000021.txt,"it taught children to sew, and to
manage economically."
00000021.txt,"yet
we often hear people laugh about the folly of cutting calico into bits
to sew together again."
00000021.txt,"you never see the nice old families flaunting their best silk and their
point-laces on ordinary occasions."
00000021.txt,"my aunt would no sooner
think of being wasteful in her kitchen than she would of wearing her
velvet dress out on a rainy day."
00000021.txt,there is such a rage about the new style of papering.
00000021.txt,"and you and i ought to rejoice that he _did_ come back instead
of going off in that gloomy, diseased, manfred style, and upbraiding the
world. '"
00000021.txt,"cameron knew every
gallon of oil, every pound of wool, every penny spent for repairs and
stock; hurd and yardley had kept account of every yard of cloth, and
what quality, that had passed through their hands; winston, of
travelling, advertising, commissions, &c.; and jack went over every
thing."
00000021.txt,"""she
had no money to spend for dress, and she would accept no one's charity,""
she declared in her haughty way."
00000021.txt,"our wool was inferior, our
looms were inferior, our men knew so little, and demanded such high
wages."
00000021.txt,"and she would be so much more
comfortable""--

martha's eyes went over the heavy, clinging dress, the disordered hair,
the bracelets that were like manacles as she threw her arms about,
moaning, muttering, and laughing shrilly."
00000021.txt,"""

then he ran off home, and arrayed himself in spotless linen and
immaculate cuffs, complained a little that jane morgan should be away,
and begged his mother to ask in some of the pretty, friendly girls
living in the next house, if he should not be home to supper."
00000021.txt,"""

""thank you,--i will, i will;"" and, touching his hat to miss mcleod, they
parted.

"
00000021.txt,"there had been a deal of cheap wool used, and many poor
workmen employed, during eastman's last year or two.

"
00000021.txt,"we import pretty material for ladies' wear, that could as well be
made here, for we women are growing sensible enough to believe something
beside silk admissible."
00000021.txt,"never you mind, jack: we're coming out straight in five years
time,--i'll bet my old hat on that!""

jack wrung his hand warmly.

"
00000021.txt,"it was a larger and rather
more boisterous affair; and some of the morans' warm-hearted irish
friends brought a ""dhrop of the craythur"" in their pockets, to drink the
bride's health."
00000021.txt,"with his style and mr. minor's
connection, he might have filled some high position.""

""really,"" returned irene, with a touch of the old sarcasm, ""i suppose he
thought starving hardly a pleasant process while he was waiting for this
high position."
00000021.txt,"irene, you will not shut your heart
again, you will turn its warm side to me, you will take me in, with my
great sorrow;"" and she buried her face in the other's dress, with a
shivering sob.

"
00000021.txt,"i'll bet my old hat there don't
six men go out."
00000021.txt,"come, now!""

""you can't tempt me with your old hat,"" returned jack laughingly."
00000021.txt,"men who could not altogether approve of him admitted that he was
""smart,"" that he uttered a good many truths, half-truths they were,
dressed up in specious falsehoods, all the more dangerous, since the
world does pay homage to virtue and truth."
00000021.txt,"why had they paid exorbitant prices for wool when the market
was flooded with it?"
00000021.txt,"over at an open window sat irene lawrence, dressed in white, with a
single deep-red velvety rose at her throat, which sylvie had pinned
there."
00000021.txt,"some nearer sober, and more cowardly, took to
their heels."
00000021.txt,"then afore i was
fairly dressed he at me again, and said if ever i darkened the door,
he'd murder me!"
00000021.txt,the strikers at the hat-factory did not carry the day.
00000021.txt,"the two daughters of one
workman kept a little poultry-yard ""scientifically,"" and dressed
themselves from its proceeds."
00000021.txt,"he could feel her warmth, her fragrant breath; her soft billowy
dress fell against his foot in a crested wave; her white hand and
slender wrist, just toned, but not hidden, with rare lace like that of
arachne's spinning, wandered temptingly over toward him."
00000021.txt,"he understood that she came to see this presently; and then
his suit was half won,--more than half: he had only to go on to the
royal fruition of hope and patience."
00000021.txt,"though she did remark to her mother,--

""of course i _am_ disappointed that irene, with her face and style, has
not done any better; but you cannot expect much after one passes twenty.
"
00000021.txt,"the
          brevity with which he relates the principal events
          in american history, does not detract from the
          charming interest of the narrative
          style."
00000021.txt,"$1.50.

          ""the whole narrative is made interesting and
          attractive--in every way what a book of this kind
          should be in its clearness of statement, freshness
          of style, and its telling of the right
          ways."
00000021.txt,"gold  cloth, full gilt, $6.00;
          turkey morocco, $15.00;  tree calf, $15.00; english seal
          style, $10.00.

"
00000021.txt,"miss jerome has caught the very glamour of the woodland and the lea with
her pencil, transferring it to paper with the delicacy of an exquisite
photograph, while colonel higginson's delightful style brings out the
beauty of his topics most satisfactorily."
00000021.txt,"4to, cloth, $3.75: turkey
          morocco, $9.00; tree calf, $9.00; english seal
          style, $7.00.

"
00000021.txt,"elegantly bound in gold cloth, full gilt,
          gilt edges, $6.00; turkey morocco, $15.00; tree
          calf, $15.00; english seal style, $10.00.

"
00000021.txt,little classic style.
00000021.txt,"europe is done in a style that must
serve as an invaluable guide to those who go 'over the ocean,' as well
as an interesting companion."
00000021.txt,"what the public have a right to know is found in this
volume, in a style that is easy and pleasing."
00000021.txt,"=lee and shepard publishers boston=




popular reading for home and school

by popular authors


jane andrews' books

=the seven little sisters who live on the round ball that floats in the
air=

        new edition, with an introduction by louisa
          parsons hopkins illustrated school edition cloth
          50 cents library edition cloth 80 cents


=the seven little sisters prove their sisterhood (former title each and
all)=

        illustrated school edition cloth 50 cents library
          edition cloth 80 cents


=ten boys who lived on the road from long ago to now=

          20 illustrations cloth 80 cents


=geographical plays for young folks at school and at home=

        price each play in paper 15 cents postage paid 1
          united states 2 europe 3 asia 4 africa and south
          america 5 australia and isles of the sea 6 the
          commerce of the world

          the above bound in one volume cloth $1.00 postage
          paid

       *       *       *       *       *

=graded supplementary reading=

        for use in schools by professor tweed, late
          supervisor of boston public schools 12 parts
          ready: nos."
00000022.txt,"his manner toward
me had changed, of course, as he grew into manhood, and ""emily, will you
sew on this button?"" or ""emily, are my stockings ready?"" were given in
place of ""emily did it,"" but now, as he looked full in my face, and even
passed his arm about me with true brotherly affection, he seemed so
near, that the hot tears chased each other down my cheeks, and i sat
speechless with the feelings that overcame me."
00000022.txt,"her hat and traveling mantle laid aside, she was soon seated
at the table with us, and chatting merrily, praising every dish before
her, and since her appetite did justice to her words, we did not feel
her praise as flattery."
00000022.txt,"i
felt shabby enough, however, when we were all ready to start and my poor
cotton gloves came in contact with the delicate kids of our guest, when
she grasped my hand to say, ""you cannot know, emily dear, how happy i
am.""

"
00000022.txt,"she bought gingham, and made dresses
exactly alike for herself and me, made some long house-aprons, as she
called them, and would never consent to sit down by herself but helped
about the house daily until all the work was done, then changed her
dress when i changed mine, and kept herself close, to us, body and
soul--for she seemed in one sense our ward, in another our help, making
her doubly dear, and i many times blessed the providence that brought
her to us just as we were losing hal."
00000022.txt,"a short time before the day appointed for us to
go to the city, our clara came down stairs dressed in a beautiful dark
shade of blue foulard silk, with a lace ruff about her throat, fastened
with a lemon-colored bow.

"
00000022.txt,"simple, i presume, to those accustomed to elegant
costume would her attire have seemed, but to me, as yet uninitiated in
the mysteries of society, dress, etc., she was the perfection of
loveliness, and the impression made upon me was an indelible one; i
never saw anything half so lovely and perfect as she at that moment
appeared to me.

"
00000022.txt,"it was an unusual thing too for her to be dressed so nicely for an
afternoon at home."
00000022.txt,"she had, i knew, many beautiful dresses, and had told
me sometimes of the elaborate toilets of the city, but had heretofore
donned as an afternoon dress the gray mohair she wore when she came, and
a light blue scarf over her shoulders was the only color she wore about
her."
00000022.txt,"on this particular afternoon, we were talking
principally of hal, and my eyes unconsciously riveted their gaze on the
folds of her dress hanging so gracefully about her, and trailing softly
on the carpet if moved.

"
00000022.txt,"before she made any
allusion to her extra toilette, extra for our little home, and nodding
at me as i raised my eyes from the soft blue folds to meet the light of
the blue eyes above them, she said:

""how does my dress please mademoiselle emily?""

""oh!"""
00000022.txt,"i replied, ""i never saw so beautiful a dress."""
00000022.txt,"she
unpinned my linen collar and unhooked my dress, while i sat wonder
struck, saying nothing until i felt the fleecy blue silk being thrown
over my shoulders, when i essayed to articulate something."
00000022.txt,"but when my
head emerged from the dress, she playfully covered my mouth with her
hand, and proceeded to fasten the dress which seemed just to fit; then
came the delicate lace and the lemon bow."
00000022.txt,"i just kissed
her and went to my room, to my little room with its high-post bedstead,
three wooden chairs and shabby hair-cloth trunk, and dressed in that
beautiful blue dress with that new silk bow."
00000022.txt,"carefully i unpinned that new bow, laying it, with the first real lace
collars i had ever owned, in a mahogany box, as tenderly as though they
were pearls, and hung the blue foulard in my closet between my best
much-worn alpaca and my afternoon gingham.

"
00000022.txt,"next morning i opened the closet door before dressing, and looked at the
new dress."
00000022.txt,"the more i thought about it the more i wondered when or where
i should ever wear it, and not until a traveling suit, the fac-simile of
clara's, was dropped upon me did i realize how the blue foulard was
fitted to my shoulders."
00000022.txt,"everything i thought was in
perfect correspondence except the face on my lace-fringed pillow."
00000022.txt,"now for the sequel, thought i, and
then louis asked me to take a stroll in the moonlight, and although a
little curious at the revelation awaiting us, i could not deny him and
went for my hat and shawl."
00000022.txt,"everything to make the transit easy for hal
was cared for, even to the beautiful blanket mrs. hanson gave him, which
was doubly precious since her grandmother span the wool and colored and
wove it with her own hands."
00000022.txt,"she made this last with her own hands, of dark blue cashmere, corded
with a thread of gold."
00000022.txt,"her coming gave me a chance to do some sewing, and with clara's help
about cutting (and she sewed with me), the needed spring and summer
apparel and house linen were fashioned and made ready for use."
00000022.txt,"she painted her picture in words for me, and
i could see her dark blue eyes, her brown hair that looked like satin,
and her pink cheeks, almost as if i had really seen and known her."
00000022.txt,"but on the day of louis' arrival she
said to me, as we went up stairs after dinner was cleared away:

""emily, will you put on the dress that becomes you so well?"""
